continent,location,date,population,Sum_vaccination,Percent_vaccination_population
Asia,Cambodia,3/18/2021,"16,718,971","419,643",2.509981027
South America,Peru,3/5/2021,"32,971,846","419,575",1.272525051
Europe,Ukraine,4/14/2021,"43,733,759","419,300",0.958755912
North America,Canada,1/13/2021,"37,742,157","419,209",1.110718182
Europe,Romania,1/23/2021,"19,237,682","418,885",2.177419296
Europe,Denmark,2/15/2021,"5,792,203","418,662",7.228027056
Europe,Greece,2/8/2021,"10,423,056","417,565",4.006166713
North America,Mexico,1/15/2021,"128,932,753","417,375",0.323715263
Europe,Albania,4/27/2021,"2,877,800","416,855",14.48519703
Europe,Croatia,3/26/2021,"4,105,268","416,745",10.1514688
Asia,Indonesia,1/29/2021,"273,523,621","416,299",0.152198555
Europe,Bulgaria,3/25/2021,"6,948,445","415,601",5.981208745
Asia,Lebanon,4/25/2021,"6,825,442","415,562",6.088426215
Europe,Portugal,2/10/2021,"10,196,707","415,283",4.072716809
Europe,Slovenia,4/7/2021,"2,078,932","415,208",19.97217802
Europe,Estonia,4/26/2021,"1,326,539","414,762",31.26647615
Asia,Mongolia,4/5/2021,"3,278,292","414,382",12.6401797
Europe,Switzerland,2/7/2021,"8,654,618","413,638",4.77939061
Asia,Hong Kong,3/24/2021,"7,496,988","413,278",5.512587188
Asia,Malaysia,3/20/2021,"32,365,998","413,254",1.276815255
Europe,Hungary,2/10/2021,"9,660,350","411,992",4.264773015
Africa,Zimbabwe,4/26/2021,"14,862,927","411,610",2.769373758
Europe,Slovakia,2/24/2021,"5,459,643","411,560",7.538221821
Europe,Estonia,4/25/2021,"1,326,539","411,526",31.02253307
Asia,Azerbaijan,3/9/2021,"10,139,175","411,496",4.058476158
Europe,Norway,2/23/2021,"5,421,242","411,426",7.589146546
Europe,Czechia,2/10/2021,"10,708,982","411,412",3.841747049
Africa,Senegal,4/30/2021,"16,743,930","411,343",2.456669372
Europe,Lithuania,3/22/2021,"2,722,291","411,069",15.10011237
Africa,Senegal,4/29/2021,"16,743,930","410,924",2.454166973
North America,El Salvador,4/15/2021,"6,486,201","410,810",6.333599591
Europe,Poland,1/14/2021,"37,846,605","410,480",1.084588697
Europe,Ireland,2/25/2021,"4,937,796","409,529",8.293761022
Asia,Jordan,3/30/2021,"10,203,140","409,203",4.010559494
Europe,Estonia,4/24/2021,"1,326,539","409,132",30.84206344
Europe,Slovenia,4/6/2021,"2,078,932","409,058",19.67635305
Europe,Albania,4/26/2021,"2,877,800","408,619",14.19900619
North America,Panama,4/6/2021,"4,314,768","408,618",9.470219488
Asia,Lebanon,4/24/2021,"6,825,442","408,532",5.985429222
Oceania,Australia,3/25/2021,"25,499,881","408,410",1.601615317
Europe,France,1/15/2021,"68,147,687","408,377",0.599252914
Africa,Morocco,2/5/2021,"36,910,558","408,235",1.106011456
Africa,Senegal,4/28/2021,"16,743,930","406,981",2.43061814
Asia,Sri Lanka,2/26/2021,"21,413,250","406,633",1.898978436
Europe,Slovenia,4/4/2021,"2,078,932","406,248",19.54118749
Europe,Slovenia,4/5/2021,"2,078,932","406,248",19.54118749
Europe,Hungary,2/9/2021,"9,660,350","406,197",4.204785541
Europe,Spain,1/11/2021,"46,754,783","406,091",0.868554988
Europe,Estonia,4/23/2021,"1,326,539","406,060",30.61048337
Europe,Slovenia,4/3/2021,"2,078,932","404,656",19.46460971
Europe,Austria,2/10/2021,"9,006,400","403,995",4.485643542
Africa,Senegal,4/27/2021,"16,743,930","403,935",2.412426473
Europe,Germany,1/5/2021,"83,783,945","403,814",0.481970621
Europe,Ukraine,4/13/2021,"43,733,759","403,556",0.922756263
Asia,Hong Kong,3/23/2021,"7,496,988","403,500",5.382161476
South America,Colombia,3/9/2021,"50,882,884","403,095",0.792201558
Europe,Lithuania,3/21/2021,"2,722,291","402,867",14.79882202
Europe,Lithuania,3/20/2021,"2,722,291","402,835",14.79764654
Asia,Nepal,2/20/2021,"29,136,808","402,264",1.380604217
Europe,Lithuania,3/19/2021,"2,722,291","402,101",14.77068396
Europe,Hungary,2/8/2021,"9,660,350","401,791",4.159176427
Europe,Denmark,2/14/2021,"5,792,203","401,689",6.9349952
Europe,Slovenia,4/2/2021,"2,078,932","401,648",19.31992004
Europe,Serbia,1/28/2021,"6,804,596","401,556",5.901246746
Europe,Bulgaria,3/24/2021,"6,948,445","401,309",5.775522437
South America,Bolivia,4/8/2021,"11,673,029","400,804",3.433590373
Europe,Norway,2/22/2021,"5,421,242","400,459",7.386849729
Europe,Portugal,2/9/2021,"10,196,707","400,190",3.924698435
Europe,Albania,4/24/2021,"2,877,800","400,064",13.90173049
North America,Dominican Republic,3/8/2021,"10,847,904","400,041",3.687726219
Africa,Senegal,4/26/2021,"16,743,930","399,915",2.388417773
Asia,Malaysia,3/19/2021,"32,365,998","399,525",1.234397283
Africa,Senegal,4/25/2021,"16,743,930","398,941",2.382600739
Europe,Slovakia,2/23/2021,"5,459,643","398,592",7.300697133
Europe,Belgium,2/3/2021,"11,589,616","398,382",3.437404656
Africa,Senegal,4/24/2021,"16,743,930","398,109",2.377631775
Asia,Maldives,4/29/2021,"540,542","397,875",73.60667626
Europe,Greece,2/6/2021,"10,423,056","397,857",3.817085891
Europe,Switzerland,2/6/2021,"8,654,618","397,798",4.596366934
Europe,Norway,2/21/2021,"5,421,242","397,739",7.336676725
Europe,Norway,2/20/2021,"5,421,242","397,572",7.33359625
Europe,Estonia,4/22/2021,"1,326,539","397,142",29.93820762
Europe,Norway,2/19/2021,"5,421,242","396,892",7.321052999
Europe,Finland,2/25/2021,"5,540,718","396,861",7.162627659
Europe,Hungary,2/7/2021,"9,660,350","396,634",4.105793268
South America,Argentina,2/3/2021,"45,195,777","396,562",0.877431535
Europe,Portugal,2/8/2021,"10,196,707","396,371",3.887245167
Europe,Portugal,2/7/2021,"10,196,707","395,904",3.882665257
Europe,Switzerland,2/5/2021,"8,654,618","395,709",4.572229531
Africa,Senegal,4/23/2021,"16,743,930","395,635",2.362856271
Africa,Angola,4/19/2021,"32,866,268","395,447",1.203200193
Europe,Denmark,2/13/2021,"5,792,203","394,844",6.816819093
Asia,Bhutan,3/31/2021,"771,612","394,765",51.16107577
Europe,Portugal,2/6/2021,"10,196,707","394,088",3.864855585
Asia,Sri Lanka,2/24/2021,"21,413,250","393,469",1.837502481
Europe,Lithuania,3/18/2021,"2,722,291","392,854",14.43100682
Europe,Czechia,2/9/2021,"10,708,982","392,810",3.668042397
Asia,Maldives,4/28/2021,"540,542","392,590",72.6289539
Africa,Senegal,4/22/2021,"16,743,930","392,439",2.343768757
Asia,Thailand,4/7/2021,"69,799,978","391,752",0.561249461
Asia,Saudi Arabia,1/29/2021,"34,813,867","391,643",1.124962648
Europe,Hungary,2/6/2021,"9,660,350","391,621",4.053900739
Europe,Ireland,2/24/2021,"4,937,796","391,355",7.925702074
Europe,Albania,4/23/2021,"2,877,800","391,351",13.59896449
Europe,Croatia,3/22/2021,"4,105,268","390,657",9.515992622
Africa,Zimbabwe,4/25/2021,"14,862,927","390,018",2.624099546
Europe,Slovenia,4/1/2021,"2,078,932","389,741",18.74717403
South America,Uruguay,3/23/2021,"3,473,727","389,081",11.20067869
Europe,Bulgaria,3/23/2021,"6,948,445","388,805",5.595568505
North America,Canada,1/12/2021,"37,742,157","388,493",1.029334386
Asia,Israel,12/27/2020,"8,655,541","388,458",4.487969036
Europe,Ukraine,4/12/2021,"43,733,759","388,404",0.888110258
North America,Panama,4/5/2021,"4,314,768","387,580",8.982638232
Europe,Denmark,2/12/2021,"5,792,203","387,322",6.68695486
Asia,Maldives,4/27/2021,"540,542","386,881",71.57279175
Europe,Romania,1/22/2021,"19,237,682","385,936",2.006146063
Europe,Slovakia,2/22/2021,"5,459,643","385,880",7.067861397
Europe,Estonia,4/21/2021,"1,326,539","385,545",29.06397776
Asia,Kazakhstan,4/10/2021,"18,776,707","385,281",2.051909315
Asia,Malaysia,3/18/2021,"32,365,998","385,126",1.189909237
Europe,Lithuania,3/17/2021,"2,722,291","384,475",14.1232146
North America,Costa Rica,3/29/2021,"5,094,114","384,355",7.54508046
South America,Peru,3/4/2021,"32,971,846","384,263",1.16542762
Europe,Switzerland,2/4/2021,"8,654,618","383,505",4.431218108
Asia,South Korea,3/8/2021,"51,269,183","383,346",0.747712325
Europe,Albania,4/22/2021,"2,877,800","382,998",13.30870804
Europe,Austria,2/9/2021,"9,006,400","382,288",4.244626044
Asia,Maldives,4/26/2021,"540,542","382,078",70.68423915
Europe,Norway,2/18/2021,"5,421,242","381,345",7.034273696
Europe,Hungary,2/5/2021,"9,660,350","381,062",3.944598281
Africa,Senegal,4/17/2021,"16,743,930","380,665",2.273450737
Europe,Estonia,4/20/2021,"1,326,539","380,437",28.67891558
Europe,Greece,2/5/2021,"10,423,056","380,136",3.647068576
Asia,Qatar,3/10/2021,"2,881,060","380,000",13.18958994
Asia,Myanmar,2/5/2021,"54,409,794","380,000",0.698403673
Africa,Senegal,4/16/2021,"16,743,930","379,900",2.268881917
Asia,Hong Kong,3/22/2021,"7,496,988","379,667",5.064260474
Europe,Portugal,2/5/2021,"10,196,707","379,378",3.720593325
South America,Bolivia,4/7/2021,"11,673,029","378,455",3.242131927
Europe,Ukraine,4/11/2021,"43,733,759","378,269",0.864935941
Europe,Finland,2/24/2021,"5,540,718","377,441",6.812131569
Europe,Ukraine,4/10/2021,"43,733,759","377,053",0.86215548
Africa,Senegal,4/15/2021,"16,743,930","376,974",2.251406928
Asia,Mongolia,4/4/2021,"3,278,292","376,373",11.48076498
Europe,Bulgaria,3/22/2021,"6,948,445","376,370",5.416607601
Europe,Estonia,4/19/2021,"1,326,539","376,205",28.35988991
Europe,Czechia,2/8/2021,"10,708,982","375,938",3.510492407
South America,Argentina,2/1/2021,"45,195,777","375,851",0.831606457
North America,Dominican Republic,3/6/2021,"10,847,904","375,265",3.459331867
Asia,Maldives,4/25/2021,"540,542","375,240",69.41921257
Europe,Lithuania,3/16/2021,"2,722,291","373,939",13.73618764
Asia,Indonesia,1/28/2021,"273,523,621","373,786",0.136655839
Europe,Estonia,4/18/2021,"1,326,539","373,592",28.16291115
North America,Panama,4/1/2021,"4,314,768","373,491",8.656108509
Europe,Slovakia,2/21/2021,"5,459,643","373,364",6.838615638
Europe,Ireland,2/23/2021,"4,937,796","373,280",7.55964807
Europe,Ukraine,4/9/2021,"43,733,759","373,005",0.852899473
Asia,Cambodia,3/16/2021,"16,718,971","372,685",2.229114459
Europe,Estonia,4/17/2021,"1,326,539","372,184",28.05677029
Africa,Zimbabwe,4/24/2021,"14,862,927","372,099",2.503537829
Africa,Tunisia,4/29/2021,"11,818,618","372,083",3.14827842
Europe,Albania,4/21/2021,"2,877,800","372,075",12.92914727
Europe,Switzerland,2/3/2021,"8,654,618","370,751",4.283851696
Europe,Slovenia,3/31/2021,"2,078,932","370,411",17.81736969
Europe,Estonia,4/16/2021,"1,326,539","370,120",27.90117742
Africa,Senegal,4/14/2021,"16,743,930","370,037",2.209976989
Europe,Poland,1/13/2021,"37,846,605","369,212",0.975548533
Europe,Bulgaria,3/21/2021,"6,948,445","368,905",5.309173491
Asia,Maldives,4/24/2021,"540,542","368,150",68.10756611
Europe,Belgium,2/2/2021,"11,589,616","367,761",3.173194004
Europe,Denmark,2/11/2021,"5,792,203","367,650",6.347325879
Asia,Malaysia,3/17/2021,"32,365,998","367,213",1.134564119
Europe,Slovakia,2/20/2021,"5,459,643","367,048",6.722930419
Asia,Sri Lanka,2/23/2021,"21,413,250","366,907",1.713457789
Europe,Bulgaria,3/20/2021,"6,948,445","366,547",5.275237841
South America,Argentina,1/30/2021,"45,195,777","366,384",0.81065981
Africa,Zimbabwe,4/23/2021,"14,862,927","365,985",2.462401921
Europe,Croatia,3/19/2021,"4,105,268","365,082",8.893012588
Europe,Portugal,2/4/2021,"10,196,707","364,211",3.571849225
Europe,Lithuania,3/15/2021,"2,722,291","363,740",13.36153997
South America,Ecuador,4/8/2021,"17,643,060","363,255",2.058911549
Europe,Austria,2/8/2021,"9,006,400","363,108",4.031666371
Europe,Bulgaria,3/19/2021,"6,948,445","362,721",5.220175161
Africa,Senegal,4/13/2021,"16,743,930","362,271",2.163596002
Europe,Serbia,1/27/2021,"6,804,596","361,830",5.317435451
North America,El Salvador,4/14/2021,"6,486,201","361,474",5.572969447
Asia,Maldives,4/23/2021,"540,542","360,997",66.78426468
Europe,Czechia,2/7/2021,"10,708,982","360,609",3.367350884
Europe,Slovakia,2/19/2021,"5,459,643","360,405",6.601255796
Asia,Singapore,2/18/2021,"5,850,343","360,000",6.15348536
Asia,Kuwait,3/8/2021,"4,270,563","360,000",8.429801879
Europe,Greece,2/4/2021,"10,423,056","359,723",3.451223902
Europe,Ireland,2/22/2021,"4,937,796","359,616",7.282925419
Europe,Denmark,2/10/2021,"5,792,203","359,519",6.206947512
Asia,Japan,3/16/2021,"126,476,458","359,191",0.283998307
North America,Canada,1/11/2021,"37,742,157","359,049",0.951320827
Africa,Tunisia,4/28/2021,"11,818,618","358,746",3.035431046
Asia,Maldives,4/22/2021,"540,542","358,705",66.36024583
Europe,Estonia,4/15/2021,"1,326,539","358,587",27.03177215
North America,Panama,3/29/2021,"4,314,768","358,277",8.303505542
South America,Bolivia,4/6/2021,"11,673,029","357,924",3.066247844
North America,Panama,3/28/2021,"4,314,768","357,431",8.283898462
Europe,Hungary,2/4/2021,"9,660,350","357,303",3.698654811
Europe,Czechia,2/6/2021,"10,708,982","357,295",3.336404898
South America,Ecuador,4/6/2021,"17,643,060","356,783",2.02222857
Europe,Bulgaria,3/18/2021,"6,948,445","356,052",5.124196853
Europe,Slovenia,3/30/2021,"2,078,932","355,786",17.11388347
Europe,Lithuania,3/14/2021,"2,722,291","355,698",13.06612702
Europe,Lithuania,3/13/2021,"2,722,291","355,674",13.06524541
Oceania,Australia,3/24/2021,"25,499,881","355,254",1.393159443
Asia,Hong Kong,3/21/2021,"7,496,988","354,414",4.727418531
Asia,Sri Lanka,2/22/2021,"21,413,250","354,352",1.654825867
Europe,Czechia,2/5/2021,"10,708,982","354,129",3.30684093
Europe,Ireland,2/21/2021,"4,937,796","353,971",7.168603158
Europe,Lithuania,3/12/2021,"2,722,291","353,928",13.00110826
South America,Peru,3/3/2021,"32,971,846","353,470",1.072035821
Europe,Austria,2/7/2021,"9,006,400","353,390",3.923765322
Europe,Ukraine,4/8/2021,"43,733,759","353,147",0.807492903
South America,Uruguay,3/22/2021,"3,473,727","352,893",10.15891577
North America,Panama,3/27/2021,"4,314,768","352,876",8.178330793
Europe,Denmark,2/9/2021,"5,792,203","352,335",6.08291871
Africa,Zimbabwe,4/22/2021,"14,862,927","351,799",2.366956388
Asia,Lebanon,4/20/2021,"6,825,442","351,792",5.154127747
Africa,Morocco,2/4/2021,"36,910,558","351,723",0.952906212
Europe,Norway,2/17/2021,"5,421,242","351,586",6.485340444
Africa,Senegal,4/12/2021,"16,743,930","351,372",2.098503756
Europe,Portugal,2/3/2021,"10,196,707","350,945",3.4417484
Europe,Bulgaria,3/17/2021,"6,948,445","350,702",5.047201208
Europe,Ireland,2/20/2021,"4,937,796","350,322",7.094703791
Asia,Pakistan,3/14/2021,"220,892,331","350,000",0.158448235
Europe,Albania,4/20/2021,"2,877,800","350,000",12.16206825
Africa,Rwanda,4/30/2021,"12,952,209","349,871",2.701245787
Asia,Maldives,4/21/2021,"540,542","349,757",64.7048703
Europe,Germany,1/4/2021,"83,783,945","349,753",0.417446326
Africa,Rwanda,4/16/2021,"12,952,209","349,702",2.699940991
Africa,Rwanda,4/15/2021,"12,952,209","349,427",2.697817801
Europe,Finland,2/20/2021,"5,540,718","349,139",6.301331344
Africa,Senegal,4/11/2021,"16,743,930","349,108",2.084982438
Africa,Rwanda,3/25/2021,"12,952,209","348,926",2.693949735
Africa,Rwanda,3/24/2021,"12,952,209","348,629",2.69165669
Europe,Austria,2/6/2021,"9,006,400","348,363",3.867949458
Europe,Romania,1/21/2021,"19,237,682","348,096",1.809448768
North America,Costa Rica,3/24/2021,"5,094,114","348,037",6.832139995
Europe,Slovenia,3/29/2021,"2,078,932","347,919",16.73546802
Europe,Slovakia,2/18/2021,"5,459,643","347,228",6.359903019
Europe,Slovenia,3/28/2021,"2,078,932","346,788",16.68106509
Asia,Malaysia,3/16/2021,"32,365,998","346,508",1.070592663
Asia,Cambodia,3/15/2021,"16,718,971","346,135",2.07031282
Europe,Estonia,4/14/2021,"1,326,539","346,056",26.08713351
Europe,Bulgaria,3/16/2021,"6,948,445","345,994",4.979445041
Europe,Albania,4/19/2021,"2,877,800","345,934",12.02077976
Africa,Tunisia,4/27/2021,"11,818,618","345,914",2.926856592
Europe,Slovenia,3/27/2021,"2,078,932","345,527",16.62040894
South America,Argentina,1/29/2021,"45,195,777","344,034",0.761208287
Europe,Denmark,2/8/2021,"5,792,203","343,900",5.937291908
Europe,Belgium,2/1/2021,"11,589,616","343,863",2.966992176
Africa,Rwanda,3/23/2021,"12,952,209","343,723",2.653778981
Europe,Netherlands,1/31/2021,"17,134,873","343,526",2.004835402
Asia,Lebanon,4/19/2021,"6,825,442","343,286",5.029505781
Africa,Senegal,4/10/2021,"16,743,930","343,222",2.049829401
North America,Panama,3/26/2021,"4,314,768","342,716",7.942860427
Asia,Maldives,4/20/2021,"540,542","342,379",63.33994398
Europe,Portugal,2/2/2021,"10,196,707","342,119",3.355191044
Europe,Bulgaria,3/15/2021,"6,948,445","341,707",4.917747784
Europe,France,1/14/2021,"68,147,687","341,401",0.500972249
Asia,Bhutan,3/30/2021,"771,612","340,917",44.18243884
Europe,Ireland,2/19/2021,"4,937,796","340,704",6.899920531
Africa,Kenya,4/7/2021,"53,771,300","340,121",0.632532596
South America,Bolivia,4/5/2021,"11,673,029","339,633",2.909553296
Europe,Austria,2/5/2021,"9,006,400","339,352",3.767898383
Europe,Bulgaria,3/14/2021,"6,948,445","338,879",4.87704803
Europe,Estonia,4/13/2021,"1,326,539","338,831",25.54248311
Asia,Sri Lanka,2/21/2021,"21,413,250","338,769",1.582053168
Europe,Portugal,2/1/2021,"10,196,707","338,566",3.320346461
Africa,Rwanda,3/22/2021,"12,952,209","338,544",2.613793524
Europe,Italy,1/6/2021,"60,461,828","338,311",0.559544776
Europe,Slovenia,3/26/2021,"2,078,932","338,282",16.27191269
Europe,Greece,2/3/2021,"10,423,056","338,122",3.24398142
Europe,Czechia,2/4/2021,"10,708,982","338,096",3.157125486
Europe,Bulgaria,3/13/2021,"6,948,445","337,904",4.863016114
Asia,Bangladesh,2/10/2021,"164,689,383","337,769",0.205094581
Asia,Azerbaijan,3/3/2021,"10,139,175","337,315",3.326848585
Asia,Cambodia,3/14/2021,"16,718,971","336,900",2.015076167
Europe,Portugal,1/31/2021,"10,196,707","336,771",3.302742738
Asia,Mongolia,4/3/2021,"3,278,292","336,758",10.27236134
Europe,Bulgaria,3/12/2021,"6,948,445","336,660",4.845112827
Asia,Philippines,3/20/2021,"109,581,085","336,656",0.307220904
Europe,Belgium,1/31/2021,"11,589,616","336,176",2.900665561
Europe,Slovakia,2/17/2021,"5,459,643","336,037",6.154926247
Europe,Lithuania,3/11/2021,"2,722,291","336,007",12.34280244
Europe,Estonia,4/12/2021,"1,326,539","335,970",25.32680909
Asia,Uzbekistan,4/15/2021,"33,469,199","335,610",1.00274285
Asia,Maldives,4/19/2021,"540,542","335,323",62.03458751
Europe,Belgium,1/30/2021,"11,589,616","335,273",2.892874104
South America,Peru,3/2/2021,"32,971,846","335,208",1.016649174
South America,Ecuador,4/5/2021,"17,643,060","335,093",1.899290713
Europe,Lithuania,3/10/2021,"2,722,291","334,871",12.30107288
Europe,Ukraine,4/7/2021,"43,733,759","334,578",0.765033712
Africa,Rwanda,3/21/2021,"12,952,209","334,538",2.582864436
Europe,Denmark,2/7/2021,"5,792,203","334,325",5.771983475
Africa,Senegal,4/9/2021,"16,743,930","334,236",1.996162191
Europe,Hungary,2/3/2021,"9,660,350","334,130",3.458777373
Europe,Estonia,4/11/2021,"1,326,539","334,051",25.18214693
Europe,Switzerland,2/2/2021,"8,654,618","333,764",3.85648448
Europe,Estonia,4/10/2021,"1,326,539","333,721",25.15727016
Europe,Finland,2/19/2021,"5,540,718","333,631",6.021439821
Africa,Rwanda,3/20/2021,"12,952,209","333,355",2.573730859
Africa,Tunisia,4/26/2021,"11,818,618","333,000",2.817588317
Africa,Zimbabwe,4/21/2021,"14,862,927","332,996",2.240446986
Europe,Albania,4/18/2021,"2,877,800","332,905",11.56803808
Europe,Estonia,4/9/2021,"1,326,539","332,093",25.03454478
Europe,Malta,4/29/2021,"441,539","331,438",75.06426386
Europe,Belgium,1/29/2021,"11,589,616","330,809",2.854356866
Asia,Hong Kong,3/20/2021,"7,496,988","330,593",4.409677593
Europe,Portugal,1/30/2021,"10,196,707","330,233",3.238623999
Africa,Uganda,4/28/2021,"45,741,000","330,077",0.72162174
North America,Mexico,1/14/2021,"128,932,753","329,983",0.255934192
Europe,Sweden,1/31/2021,"10,099,270","329,951",3.267077719
North America,Panama,3/25/2021,"4,314,768","329,822",7.644026284
Asia,Lebanon,4/18/2021,"6,825,442","329,452",4.826822937
Africa,Rwanda,3/19/2021,"12,952,209","329,410",2.543272734
Europe,Denmark,2/6/2021,"5,792,203","328,786",5.676354921
Europe,Belarus,4/23/2021,"9,449,321","328,500",3.476440265
South America,Argentina,1/28/2021,"45,195,777","327,999",0.725729309
Asia,Maldives,4/18/2021,"540,542","327,665",60.61786133
Asia,Cambodia,3/13/2021,"16,718,971","327,250",1.957357304
Asia,Qatar,3/7/2021,"2,881,060","327,000",11.34998924
Europe,Malta,4/28/2021,"441,539","326,934",74.04419542
Africa,Senegal,4/8/2021,"16,743,930","326,910",1.952409022
South America,Peru,3/1/2021,"32,971,846","326,597",0.990532953
Europe,Ireland,2/18/2021,"4,937,796","326,475",6.611755528
Africa,Zimbabwe,4/20/2021,"14,862,927","325,007",2.186695797
Europe,Albania,4/17/2021,"2,877,800","324,840",11.28778928
Europe,Bulgaria,3/11/2021,"6,948,445","324,446",4.669332491
Europe,Slovakia,2/16/2021,"5,459,643","324,419",5.942128451
Asia,Thailand,4/6/2021,"69,799,978","323,989",0.464167768
Africa,Rwanda,3/18/2021,"12,952,209","323,744",2.499527301
Asia,Mongolia,4/2/2021,"3,278,292","323,690",9.87373913
Europe,Malta,4/27/2021,"441,539","323,324",73.22660059
South America,Bolivia,4/4/2021,"11,673,029","323,081",2.767756338
Europe,Switzerland,2/1/2021,"8,654,618","323,017",3.732308
Asia,Lebanon,4/17/2021,"6,825,442","322,768",4.728895213
Asia,Lebanon,4/16/2021,"6,825,442","322,647",4.727122434
Europe,Hungary,2/2/2021,"9,660,350","322,306",3.336380152
Europe,Slovenia,3/25/2021,"2,078,932","322,301",15.50320068
South America,Bolivia,4/3/2021,"11,673,029","321,807",2.75684229
Africa,Rwanda,3/17/2021,"12,952,209","321,698",2.483730767
Europe,Estonia,4/8/2021,"1,326,539","321,447",24.23200524
Africa,Uganda,4/27/2021,"45,741,000","321,350",0.702542577
Asia,Malaysia,3/15/2021,"32,365,998","321,331",0.992804239
Europe,Denmark,2/5/2021,"5,792,203","321,006",5.542036424
Asia,Lebanon,4/15/2021,"6,825,442","320,623",4.697468677
Europe,Czechia,2/3/2021,"10,708,982","320,333",2.991255378
Europe,Ukraine,4/6/2021,"43,733,759","320,265",0.732306134
Asia,Jordan,3/24/2021,"10,203,140","320,140",3.137661543
South America,Bolivia,4/2/2021,"11,673,029","320,065",2.741919
Africa,Tunisia,4/25/2021,"11,818,618","320,009",2.707668528
Asia,Iran,3/27/2021,"83,992,953","319,890",0.380853379
North America,Canada,1/10/2021,"37,742,157","319,603",0.846806397
Asia,Maldives,4/17/2021,"540,542","319,532",59.11326039
Europe,Serbia,1/26/2021,"6,804,596","319,504",4.695414687
Europe,Norway,2/16/2021,"5,421,242","319,491",5.893317435
Europe,Lithuania,3/9/2021,"2,722,291","319,241",11.72692412
Asia,Vietnam,4/27/2021,"97,338,583","318,792",0.327508363
Europe,Malta,4/26/2021,"441,539","318,706",72.18071337
Europe,Austria,2/4/2021,"9,006,400","318,231",3.533387369
South America,Bolivia,4/1/2021,"11,673,029","318,115",2.725213824
South America,Argentina,1/27/2021,"45,195,777","318,033",0.703678576
Africa,Rwanda,3/16/2021,"12,952,209","317,708",2.452925211
Africa,South Africa,4/30/2021,"59,308,690","317,656",0.535597734
South America,Peru,2/28/2021,"32,971,846","317,322",0.962402894
Africa,Zimbabwe,4/19/2021,"14,862,927","316,991",2.132762948
Asia,South Korea,3/7/2021,"51,269,183","316,865",0.618041836
South America,Peru,2/27/2021,"32,971,846","316,312",0.959339674
South America,Colombia,3/8/2021,"50,882,884","316,079",0.621189239
Europe,Portugal,1/29/2021,"10,196,707","315,737",3.096460455
Asia,Oman,4/28/2021,"5,106,622","315,691",6.181992715
Europe,Greece,2/2/2021,"10,423,056","315,628",3.028171392
Asia,South Korea,3/6/2021,"51,269,183","314,656",0.613733205
Europe,Albania,4/16/2021,"2,877,800","314,622",10.93272639
South America,Uruguay,3/21/2021,"3,473,727","314,561",9.055432393
South America,Uruguay,3/20/2021,"3,473,727","314,550",9.05511573
Africa,Zimbabwe,4/18/2021,"14,862,927","314,446",2.115639806
Europe,Finland,2/18/2021,"5,540,718","314,100",5.668940379
Africa,Rwanda,3/15/2021,"12,952,209","314,015",2.424412701
Europe,Switzerland,1/31/2021,"8,654,618","313,744",3.62516289
Asia,Maldives,4/16/2021,"540,542","313,363",57.97199848
Europe,Malta,4/25/2021,"441,539","313,279",70.95160337
Europe,Slovakia,2/15/2021,"5,459,643","313,087",5.734569092
North America,Costa Rica,3/22/2021,"5,094,114","312,425",6.133058663
Asia,Maldives,4/15/2021,"540,542","312,053",57.72964913
Africa,Zimbabwe,4/17/2021,"14,862,927","311,901",2.098516665
Europe,Hungary,2/1/2021,"9,660,350","311,662",3.226197809
Europe,Malta,4/24/2021,"441,539","311,559",70.56205681
Asia,Mongolia,4/1/2021,"3,278,292","311,262",9.494639282
Europe,Norway,2/15/2021,"5,421,242","311,193",5.740252879
Europe,Ireland,2/17/2021,"4,937,796","310,900",6.2963314
North America,El Salvador,4/13/2021,"6,486,201","310,793",4.791602974
Europe,Belgium,1/28/2021,"11,589,616","309,747",2.672625219
Europe,Poland,1/12/2021,"37,846,605","309,620",0.818091874
Europe,Norway,2/14/2021,"5,421,242","309,610",5.711052928
Europe,Norway,2/13/2021,"5,421,242","309,496",5.708950089
South America,Peru,2/26/2021,"32,971,846","309,471",0.93859167
Europe,Bulgaria,3/10/2021,"6,948,445","309,145",4.449124948
Europe,Estonia,4/7/2021,"1,326,539","308,533",23.25849447
Africa,Morocco,2/3/2021,"36,910,558","308,398",0.835527873
Europe,Romania,1/20/2021,"19,237,682","308,384",1.603020572
Africa,Senegal,4/6/2021,"16,743,930","308,318",1.841371769
Europe,Norway,2/12/2021,"5,421,242","308,291",5.68672271
Asia,Cambodia,3/12/2021,"16,718,971","308,173",1.843253392
Asia,Indonesia,1/27/2021,"273,523,621","308,003",0.112605631
Europe,Slovenia,3/24/2021,"2,078,932","307,916",14.81125886
Europe,Latvia,4/30/2021,"1,886,202","307,770",16.31691622
Europe,Malta,4/23/2021,"441,539","307,636",69.67357357
Africa,South Africa,4/29/2021,"59,308,690","307,591",0.518627203
Oceania,Australia,3/23/2021,"25,499,881","307,525",1.20598602
Asia,Oman,4/26/2021,"5,106,622","307,494",6.021475645
Europe,Lithuania,3/8/2021,"2,722,291","307,352",11.29019638
Africa,Tunisia,4/24/2021,"11,818,618","306,612",2.594313481
Europe,Denmark,2/4/2021,"5,792,203","306,011",5.283153923
South America,Argentina,1/26/2021,"45,195,777","305,880",0.676788896
